"Compound","mz","rt","221012_DGM_Blank1_1_1_390","221012_DGM_Blank1_1_2_391","221012_DGM_Blank1_1_3_392","221012_DGM_MB1588_3_1_395","221012_DGM_MB1588_3_2_396","221012_DGM_MB1588_3_3_397","221012_DGM_MB1589_4_1_398","221012_DGM_MB1589_4_2_399","221012_DGM_MB1589_4_3_400","221012_DGM_MB1590_5_1_401","221012_DGM_MB1590_5_2_402","221012_DGM_MB1590_5_3_403","221012_DGM_Blank2_1_1_404","221012_DGM_Blank2_1_2_405","221012_DGM_Blank2_1_3_406","221012_DGM_MB1591_6_1_407","221012_DGM_MB1591_6_2_408","221012_DGM_MB1591_6_3_409","221012_DGM_MB1592_7_1_410","221012_DGM_MB1592_7_2_411","221012_DGM_MB1592_7_3_412","221012_DGM_MB1593_8_1_413","221012_DGM_MB1593_8_2_414","221012_DGM_MB1593_8_3_415","221012_DGM_MB1594_9_1_416","221012_DGM_MB1594_9_2_417","221012_DGM_MB1594_9_3_418","221012_DGM_Blank3_1_1_419","221012_DGM_Blank3_1_2_420","221012_DGM_Blank3_1_3_421","221012_DGM_MB1595_10_1_422","221012_DGM_MB1595_10_2_423","221012_DGM_MB1595_10_3_424","221012_DGM_MB1597_11_1_425","221012_DGM_MB1597_11_2_426","221012_DGM_MB1597_11_3_427","221012_DGM_MB1598_12_1_428","221012_DGM_MB1598_12_2_429","221012_DGM_MB1598_12_3_430","221012_DGM_MB1599_13_1_431","221012_DGM_MB1599_13_2_432","221012_DGM_MB1599_13_3_433","221012_DGM_Blank4_1_1_434","221012_DGM_Blank4_1_2_435","221012_DGM_Blank4_1_3_436","kmd"
"774.62831 Da 514.89 s",775.63559,8.58,15388.73633,7414.142578,11153.90234,0,13940.68066,0,9914.259766,5350.458984,0,0,5462.646973,5778.624023,0,0,0,0,0,0,0,0,0,0,1620.084839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635589999999979
"552.38377 Da 541.06 s",553.39105,9.02,28059.88867,26803.77539,32490.95117,37048.66797,32957.87109,0,32020.47266,34680.80469,23069.29102,28216.87695,29881.85938,27178.37109,29579.59766,25246.96875,23204.98438,0,19794.46289,4156.772461,0,0,5678.421875,8582.582031,0,17035.29492,0,8403.418945,2699.279297,0,0,0,0,0,0,0,0,1439.387329,0,0,3610.965576,3262.226074,2424.725586,4814.937988,3006.953369,0,0,0.39104999999995
"564.34832 Da 604.16 s",565.3556,10.07,0,0,3563.893311,3762.054688,0,0,3428.581055,3804.312744,0,0,0,3254.317139,5490.723633,3072.726563,2834.635742,0,2666.780029,2954.415039,2941.956299,3303.072266,2149.077148,2845.763672,4900.45166,0,0,3374.488037,4102.224121,5114.487793,4347.26416,2795.600098,3089.669434,0,4492.617676,5520.649414,3663.035156,3400.148682,0,2885.559326,1842.23999,0,2923.078125,3198.829346,0,2709.483398,0,0.355599999999981
"690.30130 Da 389.60 s",691.30857,6.49,2752.196533,4628.144043,3872.704102,0,4478.749512,4424.139648,5240.666016,5512.645996,9149.026367,8334.672852,10974.11523,12288.12402,12199.97266,13673.72559,18360.37891,21240.74609,14204.61816,18138.86914,18332.24609,0,0,18678.58008,13849.15723,15503.48438,10463.93652,14810.35059,14346.53125,14023.61914,17588.97266,23092.63281,20532.49805,18936.17773,18552.91602,10430.29102,12220.56543,12227.49121,16304.39844,21773.44141,14826.37305,20054.66211,20293.74023,27531.86523,19522.37891,17971.25,26154.66992,0.308570000000032
"614.56898 Da 593.38 s",615.57626,9.89,0,46694.45313,128049.7578,0,0,0,0,0,47647.86719,8720.950195,4429.929688,5951.334961,6740.457031,0,0,0,0,0,0,0,0,0,0,0,0,3631.241455,0,0,0,0,3855.780029,2169.595703,0,1720.357544,0,1863.850098,0,2241.692383,0,0,1913.259399,0,0,0,0,0.576260000000048
"870.56616 Da 476.03 s",871.57344,7.93,90278.24219,134217.9688,110550.5938,83955.75781,0,0,0,0,71696.86719,68613.60938,89792.44531,90785.69531,113653.4531,97978.51563,60262.00781,43553.75781,93891.76563,98147.54688,64885.03125,7607.140625,0,0,9598.746094,27476.57031,32336.86523,23371.64063,32661.41797,43585.90625,8471.59375,9600.237305,11490.11914,0,2716.138184,3186.757568,0,0,0,38408.15234,35015.82031,32567.56055,22292.25,1865.5,23862.42969,24476.02344,21608.27148,0.573440000000005
"739.50855 Da 537.78 s",740.51582,8.96,0,0,0,0,6620.444336,0,0,9099.451172,4741.006348,9225.760742,6260.306641,6984.074219,0,0,3064.939697,6777.168457,0,0,0,545.7316284,0,2239.245117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.8185425,0,0,0,0,0,0,0,0.515819999999962
"751.40347 Da 334.07 s",752.41075,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9320.504883,5513.51123,6042.006836,10769.34961,14632.63379,0,8145.456543,8422.341797,5528.715332,0,0,0,0.410750000000007
"271.14868 Da 608.16 s",272.15595,10.14,0,18272.53125,0,0,11651.40723,13693.11621,10382.51758,11095.0166,7999.387207,16374.43945,7881.41748,0,11367.36035,6592.98877,8293.385742,3187.230469,7229.027344,6358.502441,5983.273438,5633.043457,8236.140625,6791.098145,5345.71875,9746.410156,5821.125488,8627.941406,7538.812988,7901.93457,0,5651.003418,5917.470703,7517.106445,7567.773438,6416.600098,6239.543945,6245.68457,7674.395996,0,0,5187.70459,4973.5,8133.256348,6745.812012,0,5595.310547,0.155950000000018
"1367.37288 Da 574.15 s",1368.38015,9.57,0,17780.45703,22663.52344,13101.74805,22485.79297,0,19028.08594,22259.69531,41405.02734,0,0,0,577.5286865,0,0,0,0,0,0,0,0,0,220.8574371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380149999999958
"660.53312 Da 606.83 s",661.5404,10.11,0,4204,0,6728.290527,0,0,0,4488.533203,4380.248535,4475.758789,3054.169434,3138.593262,3094.415039,0,0,0,0,0,0,0,0,0,0,2205.164795,2062.844971,2526.217285,1135.133423,3022.857178,0,1765.252197,0,0,0,0,1566.650391,0,2280.346191,0,2243.910645,0,0,0,0,0,1070.939087,0.540399999999977
"1055.28996 Da 603.62 s",1056.29723,10.06,44785.10938,32333.52539,43437.95703,17801.72461,8990.52832,0,22181.32422,15187.81348,5451.356445,7002.595215,9284.47168,3029.498291,7504.404297,11063.40039,25535.86328,18998.50391,21363.38867,5675.407715,741.6846313,726.1783447,2091.781738,2979.69873,2699.922852,5057.506348,3837.232178,3377.509766,1764.5,3253.713623,3939.474854,893.0831299,0,629.114624,0,1028.642822,1994.836792,1914.4021,0,2040.033325,3652.568848,5093.719727,7507.901855,1630.745239,810.3098145,3918.760498,1386.793335,0.2972299999999
"480.29584 Da 460.29 s",481.30311,7.67,0,0,2964.358643,0,0,0,0,7216.919434,0,6432.057617,0,0,3071.741455,0,0,0,0,0,8254.917969,6634.456055,0,12566.4834,0,0,0,0,0,3637.539795,0,0,0,0,0,7638.572754,7812.092285,8531.419922,0,5318.853027,0,0,4032.524658,4327.323242,0,0,2670.438232,0.303110000000004
"692.65461 Da 604.66 s",693.66188,10.08,7132.425293,8511.658203,23637.48242,5419.955566,3760.174072,5015.399902,0,12235.05078,10503.0957,3768.03125,4370.771973,4996.085449,3069.934814,5609.915527,0,4002.82959,0,0,0,0,0,0,0,0,0,4471.206543,0,0,0,0,0,0,0,0,0,0,0,2351.662354,0,1637.192993,0,0,0,0,0,0.661879999999996
"827.57757 Da 475.93 s",828.58485,7.93,0,0,0,13677.2832,0,9896.950195,0,0,0,0,6374.631836,0,0,0,0,0,0,0,0,0,3978.368652,5960.416504,2424.498779,0,0,0,0,4330.935547,3559.734619,0,0,0,0,0,0,0,5581.192871,6250.219238,4614.33252,2965.209717,0,0,0,0,3313.314209,0.58484999999996
"510.40628 Da 603.19 s",511.41356,10.05,0,0,0,4412.783203,0,4534.528809,0,0,0,3466.068848,0,2882.755615,3900.946533,4160.358887,2466.070068,0,1603.864014,1620.379517,1608.191284,0,926.6312866,1696.744385,0,0,0,0,0,1739.913452,1903.555786,1947.562866,1300.889648,0,0,0,0,0,1913.837036,0,2125.106201,1512.767456,0,0,2561,2493.302246,0,0.413560000000018
"426.32481 Da 480.27 s",427.33209,8,7490.97998,9138.015625,8811.647461,10716.5,9057.667969,0,11600.0498,0,12438.90918,0,8348.853516,11087.55469,8574.668945,0,7315.693848,8989.941406,9587.571289,8115.216309,22442.44922,23349.95117,26532.81055,8445.160156,6751.803223,8730.530273,11635.33398,12018.82031,12453.32813,0,0,0,17397.07813,14441.18262,12878.4707,14323.51953,22812.97656,18804.90234,22073.86328,38109.89063,14683.43652,17289.55469,0,19252.40234,0,0,0,0.332089999999994
"759.19574 Da 592.36 s",760.20302,9.87,26197.32422,17657.17969,8663.351563,3252.919434,1704.408325,13323.91797,1343.095215,872.4452515,2818.246582,0,0,0,1685.800903,0,893.5609741,0,0,0,0,325.4271545,0,0,0,592.802063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790.0067749,0,0,0,0.203020000000038
"631.47070 Da 450.85 s",632.47797,7.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9579.414063,8775.599609,8452.881836,4011.989502,4077.726563,0,2931.117432,0,0,0,0,0,0.477970000000028
"599.37840 Da 377.76 s",600.38568,6.3,0,0,0,10940.99902,10462.09668,9279.710938,0,0,0,0,5028.541992,0,0,0,0,0,0,6112,0,0,0,0,0,0,0,0,7806.263672,0,0,0,0,0,0,0,0,0,0,0,5343.5,5662,0,0,0,0,0,0.385679999999979
"698.62579 Da 369.01 s",699.63306,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415031.0313,329371.3438,182468.1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63306
"651.66470 Da 524.75 s",652.67198,8.75,58587.3125,56042.35938,69087.75,0,18652.48242,0,50203.39844,14644.41211,19635.98047,0,16955.24219,0,16608.74609,0,9369.333008,10262.55566,0,1212.480957,1222.368042,877.94104,2445.003906,3803.285889,6469.455078,7972.916992,3114.342041,0,0,1058.320557,770.0636597,0,728.0682373,485.5596619,344.4993591,562.6541138,0,1021.93335,0,0,0,2228.062012,2796.797363,3084.387695,2003.350586,1663.784058,1685.10791,0.671979999999962
"809.62418 Da 604.44 s",810.63145,10.07,0,0,7730.301758,0,12658.23828,15953.76172,5828.35791,8622.086914,3209.266113,0,0,0,2513.444824,5045.90625,0,5059.024414,3677.509521,3514.489014,0,8661.188477,4901.683105,5425.910645,5964.97168,0,0,5655.908691,1866.226563,5992.566406,5385.496094,3970.270264,3151.586182,0,0,0,4704.105469,4121.629395,4154.506836,5098.377441,0,0,0,5594.046875,8843.195313,0,0,0.631449999999973
"989.22044 Da 604.35 s",990.22772,10.07,10657.68652,10447.18652,12189.87012,5428.325684,19416.29688,19716.10547,4755.467285,3116.804199,2985.068115,3588.5,4029.044434,6954.630371,3284.479248,4816.006836,2029.243286,5646.82373,5493.119141,5798.067871,0,0,2397.95752,0,0,2760.674072,0,5875.521484,5166.788574,2275.027832,2836.888428,3382.415283,1589.875488,2297.116943,2811.094482,0,0,0,3031.841797,2690.182373,2490.500244,0,0,1739.44751,0,2776.772705,2310.74585,0.227719999999977
"1306.74021 Da 292.03 s",436.58735,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5057.964844,3868.098633,3992.177734,2108.360352,0,2074.466309,3592.577637,3386.702881,4354.754395,0,0,0,2948.384766,2787.017822,2733.048584,11742.94922,10217.5625,11201.06055,0,6473.869629,0,2274.218506,0,2705.963867,0,0,0,0.587350000000015
"553.30172 Da 394.69 s",554.309,6.58,0,0,0,11370.67969,12722.04199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5299.779785,17976.38867,17828.66016,0,33733.26563,53153.64453,49812.35938,0,0,0,0,10489.6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308999999999969
"594.13256 Da 529.53 s",617.12142,8.83,671987.375,445433.125,327064.3438,65658.51563,61510.59766,0,131759.2344,160525.4531,324749,106611.5703,111616.9219,171271.0469,430021.7813,195624.0625,188475.0469,79021.41406,95634.96875,11477.06445,4055.288086,4689.251465,41632.22656,19901.68164,159894.125,121871.8281,14445.16699,21980.25391,31401.44531,17644.07617,10672.76465,13279.83008,2584.245361,2883.582031,3593.154297,2681.307129,6366.853516,14301.40039,10628.59961,6768.575195,12592.95313,15328.52734,46784.8125,79332,46638.16797,32203.59961,25769.20117,0.121419999999944
"244.86079 Da 609.38 s",245.86807,10.16,7055.640625,4990.933105,0,0,5800.265137,0,6496.865234,6104.696289,5143.818848,0,5908.359863,5567.139648,10030.46973,6702.435059,4556.23291,0,1689.307495,7777.269531,6879.859375,5436.710449,5986.887207,0,6468.519043,4270.751465,7362.527832,7032.666992,5384.850586,5372.07666,0,0,5353.325195,8341.691406,0,6940.530762,0,4981.393555,3605.354004,0,0,6431.398438,5240.781738,6939.834961,6280.703613,0,6576.92334,0.868069999999989
"906.23744 Da 508.31 s",929.2272,8.47,213102.4063,223615.7969,205715.375,424667.5625,67614.03906,46752.73828,182451.4063,52084.83984,102896.3906,92141.36719,31833.57813,39297.58594,32874.62109,243216.0938,99947.0625,86678.79688,23738.38672,14926.4834,11202.2041,9390.975586,27504.03906,88549.40625,33137.73828,61533.58984,50088.00391,17759.15234,12337.82324,33808.53516,23767.20313,12806.5166,11961.39746,4105.312012,4127.525879,17923.40234,12659.28711,14301.98633,34434.64063,11313.76465,10096.31836,15799.53711,37542.0625,46478.20313,83754.92969,37364.04688,16251.25098,0.227200000000039
"705.54164 Da 535.05 s",706.54891,8.92,0,0,0,37918.79297,25502.49414,13985.47949,31196.60938,17064.4707,18147.79492,6343.649414,0,8975.928711,0,0,0,0,1355.551025,0,432.4180298,0,1588.346558,1447.474976,2891.082275,4126.410156,0,0,580.0526733,0,0,0,777.7457886,768.3048706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548909999999978
"590.37951 Da 448.48 s",591.38679,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13055.82715,0,0,0,0,0,0,0,0,0,0,0,0,14234.46094,0,17262.41016,19260.20508,0,35697.57422,0,30382.86328,33203.66797,16246.99805,0,0,11530.51953,0.386790000000019
"812.61189 Da 479.09 s",813.61916,7.98,51135.79688,0,0,42694.49219,0,21877.55078,12304.3418,20674.93359,0,17130.77539,9727.191406,11258.68262,13196.53711,0,0,0,0,0,4088.764893,5406.866699,11145.25,16938.10156,10846.67969,0,6151.882813,0,5637.633301,9319.952148,7146.467285,8438.550781,0,4305.779785,5005.314453,4826.289063,8994.891602,0,0,4465.683105,6159.648926,4867.213867,0,6659.59668,8239.094727,5381.306152,4948.135254,0.619159999999965
"448.20133 Da 453.89 s",449.20861,7.56,3414.747559,4024.80957,0,0,4633.539063,0,6571.025879,4932.895508,4639.838867,4865.696777,3949.61084,4594.083984,4430.138184,0,6419.280762,2730.921387,5520.805176,5498.851074,5202.625488,3054.057861,1243.191528,5872.503418,4695.398438,6070.419922,5211.839355,0,4716.912598,6406.305176,0,3294.452881,6228.437012,6236.394043,4171.01123,4265.349609,0,4866.561035,0,4444.225098,0,3763.650879,5758.649902,3010.702148,4837.402344,5897.262207,0,0.208610000000022
"998.69883 Da 604.05 s",999.70611,10.07,0,0,0,0,0,3220.719482,0,0,0,5684.630371,0,0,2469.438232,0,2091.772949,1934.210449,0,1480.548096,0,656.6110229,0,2343.764404,4570.208984,3329.979736,0,2933.78418,0,3055.899658,3152.500244,0,1799.290161,0,0,0,2693.668945,2857.800293,2379.908203,0,1955.395508,0,1734.340698,2313.859619,2807.157227,0,2068.41748,0.706109999999967
"404.17437 Da 604.00 s",405.18165,10.07,0,0,0,5482.206055,0,0,2017.499878,3207.688477,0,0,5926.51709,0,5147.219727,10468.54883,4051.668945,2057.230469,2537.595459,3472.088379,0,0,0,0,0,4650.456055,0,8773.746094,0,0,0,6042.309082,2634.655518,6176.32373,3061.512451,5872.817871,3238.794434,0,0,6011.208984,0,2969.576904,6956.831055,3012.229004,9033.1875,0,4601.850586,0.181649999999991
"844.65503 Da 604.21 s",845.66231,10.07,0,6850.790039,0,0,0,0,0,0,2632.911865,0,0,0,0,0,4735.689941,8394.263672,6916.950195,14360.66602,11861.12402,14585.64551,6686.061035,0,6423.698242,4955.941406,5308.327637,3064.704102,0,0,10532.02539,6200.194336,3254.391113,9973.858398,4060.829346,7296.180664,4927.284668,0,2491.291016,0,3395.518066,1451.88916,0,4047.355957,10976.81641,18559.52539,9295.180664,0.662310000000048
"705.48366 Da 489.43 s",706.49094,8.16,0,0,0,11710.82129,12795.86621,10082.59668,8651.956055,0,0,5314.927246,0,6013.357422,0,0,0,0,0,0,0,2430.145752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6620.330566,0,0,0,3888.48877,0,0,0,0,0.490940000000023
"585.44594 Da 400.11 s",586.45322,6.67,0,0,0,0,33287.47266,0,0,35548.08203,0,0,0,0,0,0,0,0,12131.46777,0,0,0,0,0,49569.875,0,63946.34375,67671.36719,0,0,0,0,0,88623.85938,90697.92969,171830.2969,164002.0156,173417.5625,234987.9844,220077.5469,219619.4219,136817.1094,137498.9063,129927.6797,0,0,0,0.453219999999988
"817.49778 Da 370.21 s",818.50506,6.17,0,0,0,0,0,0,0,15377.65625,0,0,0,0,0,0,7153.666992,12379.70801,13025.4082,10821.16309,13107.56641,0,13360.78711,13977.67383,0,0,0,0,0,0,0,6540.230469,17051.63672,0,0,0,0,0,0,0,0,7680.234863,0,0,0,0,0,0.505059999999958
"878.49385 Da 334.38 s",440.2542,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6329.371094,4519.095703,7077.695801,0,4947.774902,0,0,0,0,0,0,0,0.254200000000026
"726.27007 Da 433.89 s",727.27735,7.23,11882.75391,9963.504883,9129.438477,7240.593262,8855.543945,8008.748047,7034.479492,8128.470703,8130.986816,7259.077637,5514.883301,7945.30127,7066.871582,7909.54834,10111.40918,6668.401855,0,7162.125977,4424.07959,5181.703613,0,5535.447754,0,7815.650879,5221.562988,0,0,10499.87012,9598.804688,7565.246582,9189.734375,6634.095703,7357.373047,6335.938477,4597.025391,6318.52832,9521.597656,6045.769531,9621.8125,6509.859863,8548.9375,10158.04688,10640.3457,10832.38965,10750.1543,0.277349999999956
"780.20691 Da 489.19 s",781.21419,8.15,17252.80469,10682.16504,5281.873535,2798.13501,4450.188965,7243.668945,2537.829834,3287.386475,5767.276367,2728.394043,1696.265015,5468.261719,6349.572754,7766.183594,7255.895508,0,3075.248047,1976.926758,0,0,1113.637573,1442.211426,2055.318115,7105.224121,0,2445.739014,1235.104004,1864.155029,1774.046265,0,0,0,0,0,1474.281128,783.6774292,1034.285767,1093.952393,1698.343384,1393.808594,4539.036621,4110.30957,2933.88208,2820.664063,2071.883057,0.214190000000031
"623.41191 Da 608.19 s",624.41919,10.14,0,0,0,0,0,0,2205.397949,2136.592529,0,0,0,0,0,0,0,0,0,2046.738403,2074.916504,0,0,2630.277344,2778.063477,3163.206055,2774.666748,0,0,0,2194.187744,0,3447.635254,0,2213.523438,0,3594.833252,0,0,2345.862061,0,3185.91333,1524.936646,0,0,0,0,0.419189999999958
"778.53241 Da 445.03 s",779.53969,7.42,0,0,0,17245.08594,0,0,0,0,0,37651.47266,0,0,36626.60938,30522.60547,40282.99219,0,0,0,0,0,0,0,0,0,0,29559.78125,45062.46094,0,0,0,0,0,0,9105.222656,10378.19824,0,20170.94141,0,0,8755.421875,0,7152.564453,0,0,8582.016602,0.53968999999995
"1672.95781 Da 371.31 s",837.48618,6.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28826.12109,34676.79688,34490.66406,74683.75,52407.48047,59012.58594,34447.69531,31790.55273,38724.55078,0,0,0,0.48617999999999
"519.31096 Da 603.73 s",520.31824,10.06,0,0,0,2927.373779,0,0,3249.5,0,1676.522461,0,0,2861.593506,3035.496582,1848.94397,2385.00415,1776.696655,1296.993652,1896.465454,0,2010.804688,1601.379028,1864.589355,3830.118408,1855.229614,1948.498413,1438.250732,2896.322998,1727.230225,2577.061035,1736.186646,1698.078735,2039.675659,4843.187988,1841.826904,0,1917.251953,0,1332.873901,0,923.1153564,1941.484009,2264.719971,1161.5,0,0,0.318239999999946
"552.18770 Da 357.75 s",553.19498,5.96,0,1641.358276,0,12920.71289,14439.03418,0,6704.257813,7063.572266,5444.806641,3272.28833,0,0,860.0374756,2062.77002,0,3041.3396,0,0,12361.45117,9488.481445,10407.01367,0,3594.263184,0,0,2530.426025,0,1074.734741,0,0,5016.042969,3179.412354,5027.448242,11566.76563,11323.16602,15039.23633,0,0,0,0,0,0,0,0,1878.563232,0.194979999999987
"695.64461 Da 576.84 s",696.65188,9.61,44786.0625,33744.38281,36587.02344,0,38376.75781,18210.88281,22488.71094,0,0,0,0,0,0,0,6538.094727,0,0,0,0,0,0,0,0,0,0,5877.592285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651880000000006
"436.38190 Da 377.71 s",437.38918,6.3,0,0,0,0,0,0,0,28567.94727,0,28985.65625,0,0,35996.10938,33189.59375,0,0,0,0,0,8802.426758,0,0,0,0,21714.5332,0,23931.17773,0,22436.74805,19875.98047,20417.22656,16989.4043,22814.00977,0,0,0,15113.64063,0,13797.2627,0,17302.48438,0,0,0,0,0.38918000000001
"687.47606 Da 608.19 s",688.48333,10.14,0,0,0,5704.324219,5278.155762,5947.422363,2600.109863,0,0,0,0,0,2982.11792,0,2422.956787,0,0,0,0,0,3423.056885,0,0,0,2214.391357,7152.587891,0,1547.302856,0,2742.717529,4705.379395,4258.394531,0,0,0,2068.074463,1971.971191,2690.086426,0,3255.426758,0,0,0,5282.492188,0,0.483330000000024
"741.50028 Da 605.87 s",742.50756,10.1,0,0,0,0,0,0,0,4578.38623,3484.836914,0,0,0,2687.072754,4622.67334,1601.333618,3204.196777,3549.582764,3225.916748,2316.010498,3028.155518,2529.671631,2574.553711,0,4413.974121,0,0,0,0,0,1962.858887,1889.39502,0,0,0,0,3564.344971,3566.132813,2947.48877,0,0,3491.245117,0,2841.833496,2029.032715,2249.832764,0.507560000000012
"731.43622 Da 325.06 s",732.44349,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5076.885254,4423.250488,4182.264648,6090.22168,5765.489258,5214.101563,2634.088379,2485.765137,3304.052002,0,0,0,0.443489999999997
"1004.23580 Da 548.28 s",1005.24307,9.14,3784.065918,7264.290039,12091.15234,6031.623047,9622.65918,5373.225098,0,2823.688477,0,1977.437622,1953.256348,2209.527588,0,930.5775146,7907.388184,3543.671143,4883.20752,0,282.737854,352.9622192,0,0,1460.146973,0,480.5831604,1085.562866,304.7215271,0,0,519.2982178,753.7020874,620.3882446,0,309.3336487,350.3788452,0,0,0,0,0,0,335.6192932,245.0312653,323.8276672,1215.6875,0.243069999999989
"627.34213 Da 569.11 s",628.3494,9.49,0,0,0,16387.98438,12307,0,11706.3418,0,9262.183594,4851.332031,0,4303.664551,0,0,0,1589.288086,1053.163696,0,804.7272949,964.2026367,812.7354736,0,0,0,0,0,0,0,0,0,429.9806519,0,0,0,0,0,0,0,0,0,0,451.1008301,0,0,0,0.349399999999946
"693.58299 Da 467.36 s",694.59027,7.79,0,0,0,82232.67969,0,0,0,0,0,0,4222.442871,6962.289063,4021.323242,0,0,0,0,0,0,4715.428223,5260.172363,5513.520508,0,3858.396973,3993.482666,4778.128906,4997.654785,0,0,3125.870605,0,0,5673.258789,5252.901855,4853.976563,0,0,0,9346.873047,8653.279297,0,0,0,1065.682983,2453.654297,0.590270000000032
"296.21060 Da 431.91 s",297.21787,7.2,44163.13281,2041.03479,44037.76563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144661.0938,0,0,0,0,0,39722.04688,0,0.217870000000005
"519.21971 Da 417.72 s",520.22699,6.96,10553.90234,0,0,9999.09375,13970.28906,0,4371.905273,6607.368652,5970.401855,3878.855957,4232.780273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6651.166016,7359.233398,7332.879883,0,0,0,0,0,0,0,0,0,0,0.226990000000001
"593.37084 Da 402.19 s",594.37812,6.7,0,0,0,18645.47461,20475.97656,19192.60547,0,0,0,0,0,0,0,4401.991211,0,26797.38867,6652.088867,0,28896.51758,0,0,26561.15234,28112.88867,28236.00195,39969.73438,45825.16797,45654.47266,0,3464.612305,0,0,0,0,0,11291.33691,7740.884766,0,0,0,0,6659.425293,0,0,5908.731934,12870.9375,0.378119999999967
"240.17504 Da 374.74 s",241.18232,6.25,0,0,0,106974.1484,84722.57813,76751.96875,98999.25,100513.4766,89660.95313,113376.8125,109953.4141,100533.9609,65380.44922,73508.10938,85819.16406,75226.60156,79824.21094,91839.74219,0,0,0,98879.35156,115121.7656,127337.0234,59279.21875,76187.35938,139975.0156,44416.37891,0,43825.80859,62027.86719,57357.34766,70524.39063,43330.05859,31569.64063,83384.14844,0,0,0,74958.58594,44205.43359,43491.87891,35411.04688,0,56148.48047,0.182320000000004
"1433.85518 Da 348.49 s",717.93487,5.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11211.96875,8825.683594,10438.10938,24325.41797,22712.24219,18171.01367,9051.580078,7854.956055,11260.66699,0,0,0,0.934870000000046
"786.53438 Da 423.05 s",787.54166,7.05,4056.02124,0,0,0,0,0,0,0,21168.0332,26529.71875,28986.00977,26445.23242,0,17720.41406,17753.59961,0,0,16423.35156,0,0,0,12458.33691,0,0,22659.58398,0,0,0,9728.774414,13460.23242,14984.43945,0,0,0,0,0,24467.86328,0,25630.60352,0,0,0,7625.037598,0,5076.995605,0.541659999999979
"548.33249 Da 431.05 s",549.33977,7.18,0,4035.616455,0,0,0,0,0,0,0,5065.888184,0,0,6127.209473,0,4701.275879,4948.854004,6229.524902,0,8548.831055,12979.14551,8030.643555,0,0,0,0,0,9489.381836,0,4290.472656,4426.779297,0,9487.759766,0,20929.31836,19166.6543,20069.02148,0,13383.20898,0,0,0,0,0,0,0,0.339770000000044
"1055.77125 Da 455.03 s",1056.77852,7.58,0,0,1421.246216,0,0,0,0,1812.833252,2968.797363,0,0,2099.823242,0,0,0,677.4922485,0,0,4206.099121,4861.195801,2403.219238,0,0,0,3476.142578,820.565918,3840.148926,0,0,0,2808.119141,3293.43335,3067.537109,8161.141113,7354.453613,6449.692383,3736.451904,3971.000244,2772.314697,2219.413574,1911.603027,1753.835815,0,0,0,0.778520000000071
"836.53105 Da 605.40 s",837.53832,10.09,0,0,0,0,0,0,8854.079102,5721.92627,4364.256348,4674.044922,7544.936523,7166.879395,0,0,4476.699707,0,0,0,0,3558.442871,1855.697021,5140.914551,0,0,0,0,4903.146484,5812.947266,0,0,4170.845215,0,0,3684.976563,0,0,0,0,0,0,0,0,0,0,0,0.538319999999999
